Mixture,B,CTL,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,Monocyte,NK,Plasma,ProMono-like,T,cDC,cDC-like,P-value,Correlation,RMSE,Absolute score (sig.score)
CC01,1.14736871479558,0.00495163939452656,0.245919069354304,4.08835336467719,8.60995868436856,3.72944534158747,0.220437867365033,1.16753759257121,0.752245539328492,0.550962101883132,0.191372765411294,0.639737549021875,0.679081387432394,3.14952126767311,0,0.679373843140555,0.933922435085383,25.1768928848642
CC02,1.10484308293542,0,0.237298003479667,4.66161925720696,10.7493871336996,0.497970545783022,0.279844325653384,1.33112932804616,0.957368992445215,0.316626693148091,0.184667309022252,0.502900116386723,1.16154613939816,3.68618251393381,0,0.684123994744189,0.93203574335314,25.6713834411384
CC03,0.577717072569931,0.0471022063079206,0.0276126665544943,5.61728221776211,6.92402773508975,1.09458423806078,0,1.51242454922862,0.538596743009104,0.159341251168209,0.0603366995106596,0.492456877129201,1.14525110241973,1.44493003058148,0,0.544743395842608,0.951596471504234,19.641663389392
CC04,0.520322520468665,0,0.80559927503551,2.19629859140822,7.26480374587427,4.79920833946792,0.0184971306605443,1.08199976802598,0.662906278886048,0.435140122693594,0.117916902825543,0.405998344942028,0.49609630499636,2.87937360615127,0,0.717595011748826,0.930941911296881,21.684160931436
CC05,0.893295619654371,0.374888796581903,6.00919096820155,0.955852281004867,1.83268048483804,0.747217111032592,0,0.923459251705596,0.791547401339275,0.484465185228471,1.16782961578457,0,0.977966597747871,5.00274614354324,0,0.768692622646634,0.849254369340138,20.1611394566624
CC06,0.533598971073805,0.309748955647612,6.27002958693616,4.25164571922831,0.84977348643739,2.64386553364243,2.37485211523114,1.04335912978884,0.572811101891949,0.222122596198012,0.421805651358111,0.786476875758757,0.303080603267131,3.05913368388963,0,0.918223760143102,0.716227456754149,23.6423040103493
CC07,0.0442359484573265,0.315195419729065,7.95503392876061,2.23248156857259,2.17465032916257,3.18789100008671,0,1.19778453452144,0.436021283055787,0.449983260472414,0,1.5327466998655,0.641035531852998,0.644517727028317,0,0.747687991055769,0.870948036054614,20.8115772315653
CC08,0.894053146374424,0.2648231239952,5.2028632264595,1.70906502712358,5.73659975765802,5.57303591941242,0,0.821135635736125,0.731507902303641,0.23053461026266,0,0.0325804403115315,0.632678842611091,3.7886646704685,0,0.704574045003792,0.916191997788045,25.6175423027167
CC09,0.819595655800803,0.66514262412768,9.67199241410612,0.657205908577786,0.963466980893152,1.07522022410083,2.62367681038394,0.605598487535189,0.638808462143584,0.390098135597358,3.15886715275684,0,0.457916628421315,4.73570986872487,0,0.913722031950189,0.575800741243648,26.4632993531695
CC10,0.691296443580313,0,0.395226278244598,1.92520496349013,3.75842328179296,4.92645243266925,1.64946763558093,1.37426685038886,0.883274806195219,0.407310046402797,0,0,0.565093672485685,3.49034607299851,0,0.568908583666975,0.894365431311565,20.0663624838292
CC11,0.692799607291149,0.0852119207543011,0.0130655956730634,2.13967454644908,5.19576672879629,5.20010992954702,0.0227039196527399,1.16888333750655,0.438136313543342,0.172910848535767,0.0119635227159774,0.669470894527772,0.6832062128322,1.5454358201049,0,0.748846659368572,0.928143648179015,18.0393391979301
CC12,0.838561364210784,0.0536801608095216,6.12910671303724,1.02425834566863,0,2.10925457293113,9.40634356870151,2.59386204366315,0.603060109984107,0.367944204210196,0,0.885006246478093,0.431912584298468,6.86206131498518,0,0.888424367060844,0.485812756025208,31.305051228978
CC13,0.401564221767632,0,13.1937487765877,0,1.66959539034763,2.11513310140052,0.0503558678018735,0.639555121717969,1.3206509258471,0.204025307791155,0.166368774716263,0.949988278279737,0.626063191040566,2.60417251747546,0,0.931152225244753,0.777439108197446,23.9412214747736
CC14,1.26709272157958,0.313993531002119,1.29947405247129,1.04293444882282,0.726792791232325,0,7.81563214264843,0.392108427373793,0.675764457916723,0.235015652409692,0,0,1.48596632586774,7.98271910973629,0,0.856220184427143,0.517330959394854,23.2374936610608
CC15,0.676747160575074,0.0840278647533946,0.865786315853189,2.66459071733769,4.45981917164561,4.36943712989565,0.58004753330689,1.11578800237368,0.914439541169229,0.244729347905817,1.05969209551528,0.0634982300032715,0.476886009740141,5.31643636504799,0,0.829458592921601,0.863657624593488,22.8919254851229
CC16,1.30577717721573,0.247413936950577,1.62693997849886,0.851382077323019,2.24230117961414,0,3.78079259762307,0.34510129155614,0.606410556923224,0.196182960791313,0,0.0156158597091075,0.50308788965511,6.60085245015523,0,0.843356747750937,0.622928177848213,18.3218579560155
CC17,0.793625104965963,0.21899111642905,1.65745779286037,3.34390186132398,0,4.85211101454297,4.19070797888198,1.72603183107457,0.864441312922408,0.539448800919749,0,0.0235764788928652,0.905207132456959,8.77426956179253,0,0.864014685826516,0.693590583485875,27.8897699870634
CC18,0.535557342511354,1.70123219520611,0,1.70232208150088,2.97344830047448,3.09184043874495,10.2959682335068,0.103552001496477,0.2843852183179,0.357664624798641,3.732602398373,0.561946276446912,0.541532332568516,8.20223600754172,0,0.9774979960274,0.211626020494021,34.0842874514877
CC19,1.06124612248776,0,5.44201198071676,3.4490865841158,0.375009087916963,2.52213676329335,7.79704603957215,1.62828619288831,1.39400068856325,0.607689870575859,0,0.76181912202648,0.593203826924472,8.78862309996154,0,0.860044429253254,0.596838036090444,34.4201593790427
CC20,0.848100287402205,0,0.0724575010919319,4.12064868051776,7.69996927447254,5.24155090756062,0.00433009899339874,0.93155592625558,0.590047926658767,0.413525550008174,0.125747463747248,0.0986564386751937,0.738049696541873,1.6843514511795,0,0.722213068856685,0.930993395962366,22.5689912031048
CC21,1.76952885088575,2.24461657736019,1.33348317751229,1.12394199534021,0.364252646951849,2.67302725626999,12.5635584753245,3.49484447155644,1.98250129089074,0.754915358583567,0,2.11695092946461,1.79697952028725,18.3941831494433,0,0.294649230287755,1.03329248284684,50.6127836998706
CC22,0.856568233913703,0,3.64946202837254,3.84217754382055,1.98126549362215,4.27199310838685,2.05682073098604,1.14232624148766,1.13492009704845,0.356067127196224,0,0.0687026309740355,0,6.41398499187616,0,0.804386670376306,0.834323552658302,25.7742882276843
CC23,0.629165246538787,0.0247953899593505,6.10798041718442,4.28031686904409,2.81442187960959,4.14448556014336,2.463564911572,0.696824465014074,0.967675712701583,0.388289776650067,0.620819766259249,0.179924040801306,0.163648620802388,5.59673598537562,0,0.920636848780685,0.764344841536938,29.0786486416559
CC24,0.955113147562573,0.661126377244537,9.58635710201444,0,0,1.08673556389399,9.76613946485363,2.70028539312893,1.03138255762527,0.130082423068793,0,1.83374968716357,0.0488768338477367,8.26366218698335,0,0.911681132589963,0.463777778116042,36.0635107373868
CC25,0.817431979756928,0.776479911708141,1.51901541986236,2.00848240775449,1.30474379730389,1.1714934373896,8.95311254852237,0.906031739999666,0.664027494438962,0.193344187016651,0,0,0.434902212238444,8.21940989635003,0,0.9399812302977,0.353153506182856,26.9684750323415
CC26,0.968017670934623,0.0641221390039454,4.6957731845296,2.63254134326772,6.71736120507565,3.67342970479669,0.160065230565251,2.05361331424645,0.960452435929472,0.443824108812432,0.13311976982591,1.40025157169235,0.977226351903447,3.64707001598826,0,0.596372474838156,0.935337298351475,28.5268680465718
CC27,0.896126374867399,0.226825718764789,2.92981469048873,5.14115947803974,4.41244555876792,3.63890082350757,2.61227947798719,2.63231520506403,1.38416082602108,0.392977114338841,0.133806720437133,1.1638385687991,1.1512638851368,3.21706925765033,0,0.758452948448419,0.82651249560099,29.9329836998706
CC28,0.457761878852967,0.0885704023145578,5.34666290601963,1.85756302061345,3.38475719512059,3.25315089125536,0.189583858704942,1.3252632689514,0.837667943018239,0.439844367720739,0.429738840751419,0.987101806721408,0.416341736172401,3.60323483333012,0,0.786714006228444,0.890026026446026,22.6172429495472
CC29,1.22397812924231,0.325593889000642,0.908546708499915,5.36673015695365,2.51332359335696,2.38036242223616,0,1.06594005255008,1.01001735662003,0.363791893722705,0.412710081993289,0.150906028227723,1.31658574627307,6.15558250535968,0,0.644675968222836,0.932716114677143,23.1940685640362
CC30,0.574441242429683,0.423587250106121,1.24421210853562,2.43943621156655,4.0258772894354,7.1855081343134,4.20756737411104,1.47662277741081,1.09478402564648,0.282746802812917,0,1.58141050063246,0.344401036164961,1.66790692859394,0,0.602571417448686,0.81897106268866,26.5485016817594
CC31,0.217738599498108,0.0599427417220753,0.979434221929194,1.20657147818137,6.41433902027249,5.04122859414499,0,0.939143033243857,0.222738269850848,0.380298762074383,0,0.925520808035055,0.725007522252146,0.294405383465595,0,0.739012135938433,0.923158126458511,17.4063684346701
CC32,0.635992685547609,0.0213215553348337,9.21415588370516,2.89135940357908,0.690487018387745,7.31917688146177,1.11842156319808,1.55995031941056,1.3025415473679,0.437363926667061,0,0.489691227190658,0.564275233778189,2.23476443613076,0,0.780015269399928,0.863602624825622,28.4795016817594
CC33,0.626360364461552,0.168094611179045,12.13542009062,0,2.79250947809668,3.39746738161713,2.19439201887745,1.47081830732809,1.31079924396383,0.626633396923814,1.72200115190349,1.2434363851113,0.514417538813602,5.1249449858259,0,0.831166562495917,0.766671546671733,33.3272949547219
